idx,AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,PINCP,RAC1P
1640,78.0,1.0,18.0,1.0,4540.0,215.0,0.0,40.0,1.0,1,0
1641,32.0,1.0,24.0,5.0,3010.0,15.0,0.0,40.0,1.0,1,0
1642,47.0,1.0,21.0,1.0,10.0,207.0,0.0,50.0,1.0,1,0
1643,45.0,1.0,20.0,1.0,4700.0,37.0,0.0,55.0,1.0,0,1
1644,47.0,1.0,21.0,1.0,20.0,15.0,1.0,45.0,2.0,0,0
1645,69.0,4.0,20.0,3.0,5820.0,26.0,0.0,40.0,2.0,1,0
1646,50.0,1.0,21.0,1.0,710.0,15.0,0.0,60.0,1.0,0,0
1647,48.0,1.0,21.0,1.0,230.0,15.0,1.0,43.0,2.0,0,0
1648,17.0,1.0,13.0,5.0,4220.0,15.0,2.0,20.0,1.0,0,0
1649,57.0,3.0,16.0,1.0,7220.0,15.0,1.0,55.0,1.0,1,0
1650,19.0,1.0,19.0,5.0,3955.0,15.0,2.0,4.0,2.0,0,0
1651,67.0,4.0,21.0,1.0,2540.0,233.0,0.0,40.0,2.0,0,0
1652,63.0,1.0,19.0,1.0,3930.0,233.0,1.0,20.0,1.0,0,0
1653,43.0,1.0,18.0,1.0,4220.0,233.0,2.0,40.0,1.0,0,0
1654,39.0,1.0,19.0,1.0,9620.0,233.0,2.0,40.0,1.0,0,0
1655,19.0,1.0,19.0,5.0,2540.0,233.0,2.0,30.0,2.0,0,0
1656,43.0,1.0,18.0,1.0,4200.0,233.0,11.0,50.0,2.0,0,0
1657,31.0,1.0,16.0,5.0,5820.0,15.0,0.0,20.0,2.0,0,0
1658,47.0,2.0,19.0,1.0,5400.0,6.0,0.0,40.0,2.0,0,0
1659,50.0,1.0,19.0,1.0,4130.0,233.0,1.0,30.0,1.0,0,0
1660,20.0,1.0,19.0,5.0,4110.0,15.0,2.0,15.0,2.0,0,0
1661,69.0,7.0,21.0,3.0,800.0,15.0,0.0,50.0,2.0,1,0
1662,25.0,5.0,19.0,1.0,1360.0,72.0,1.0,8.0,1.0,0,1
1663,37.0,6.0,18.0,3.0,4610.0,15.0,2.0,50.0,2.0,0,0
1664,28.0,1.0,18.0,1.0,5000.0,15.0,2.0,56.0,1.0,0,0
1665,28.0,1.0,18.0,1.0,5240.0,15.0,9.0,30.0,2.0,0,0
1666,58.0,1.0,19.0,4.0,9140.0,15.0,0.0,40.0,1.0,0,0
1667,46.0,5.0,20.0,1.0,5140.0,17.0,1.0,40.0,1.0,1,0
1668,26.0,1.0,20.0,5.0,4720.0,22.0,2.0,40.0,1.0,0,1
1669,67.0,1.0,21.0,5.0,9050.0,15.0,0.0,20.0,1.0,1,0
1670,28.0,8.0,23.0,1.0,430.0,30.0,0.0,4.0,1.0,0,1
1671,46.0,1.0,1.0,1.0,430.0,233.0,1.0,40.0,2.0,0,0
1672,53.0,1.0,20.0,1.0,5020.0,233.0,0.0,40.0,2.0,0,0
1673,50.0,1.0,16.0,1.0,9350.0,233.0,0.0,40.0,1.0,0,0
1674,46.0,1.0,16.0,1.0,9120.0,233.0,1.0,40.0,2.0,0,0
1675,22.0,1.0,19.0,5.0,4150.0,233.0,2.0,40.0,2.0,0,0
1676,56.0,1.0,8.0,1.0,8320.0,207.0,1.0,30.0,2.0,0,0
1677,33.0,1.0,22.0,1.0,4110.0,15.0,0.0,25.0,2.0,0,1
1678,33.0,1.0,21.0,1.0,1460.0,15.0,1.0,40.0,2.0,1,0
1679,43.0,1.0,21.0,1.0,4700.0,54.0,0.0,40.0,1.0,1,1
1680,48.0,1.0,21.0,1.0,630.0,42.0,1.0,60.0,1.0,1,1
1681,67.0,1.0,21.0,3.0,4920.0,15.0,0.0,40.0,1.0,1,1
1682,29.0,1.0,16.0,4.0,9000.0,2.0,0.0,40.0,1.0,0,0
1683,29.0,1.0,20.0,5.0,4010.0,511.0,13.0,40.0,2.0,0,0
1684,45.0,7.0,23.0,1.0,2100.0,110.0,0.0,60.0,1.0,1,1
1685,44.0,2.0,22.0,1.0,350.0,31.0,1.0,46.0,2.0,1,1
1686,39.0,1.0,21.0,1.0,220.0,2.0,0.0,51.0,1.0,1,1
1687,41.0,1.0,20.0,1.0,4760.0,53.0,1.0,20.0,2.0,0,1
1688,57.0,1.0,19.0,1.0,4110.0,15.0,0.0,25.0,2.0,0,0
1689,61.0,6.0,18.0,1.0,7120.0,26.0,1.0,40.0,1.0,0,1
1690,61.0,1.0,18.0,3.0,5240.0,15.0,0.0,40.0,2.0,1,0
1691,31.0,1.0,16.0,5.0,9130.0,15.0,2.0,40.0,1.0,0,0
1692,35.0,3.0,22.0,5.0,430.0,15.0,0.0,50.0,2.0,1,0
1693,41.0,6.0,18.0,5.0,205.0,15.0,13.0,60.0,1.0,0,0
1694,57.0,1.0,21.0,1.0,5700.0,15.0,0.0,40.0,2.0,1,0
1695,26.0,4.0,22.0,5.0,2200.0,15.0,2.0,40.0,1.0,1,0
1696,24.0,4.0,21.0,5.0,1720.0,15.0,2.0,40.0,1.0,0,0
1697,50.0,1.0,21.0,1.0,430.0,36.0,0.0,60.0,1.0,1,1
1698,45.0,1.0,21.0,1.0,9050.0,233.0,1.0,40.0,2.0,1,0
1699,39.0,1.0,16.0,5.0,5500.0,233.0,2.0,40.0,1.0,0,0
1700,27.0,1.0,16.0,5.0,4020.0,15.0,7.0,40.0,1.0,0,0
1701,50.0,1.0,16.0,3.0,4465.0,15.0,0.0,90.0,2.0,0,1
1702,32.0,6.0,16.0,5.0,2600.0,15.0,2.0,20.0,2.0,0,0
1703,21.0,1.0,16.0,5.0,4110.0,15.0,2.0,25.0,2.0,0,0
1704,21.0,1.0,16.0,5.0,4150.0,15.0,10.0,20.0,2.0,0,0
1705,47.0,2.0,16.0,1.0,5140.0,15.0,0.0,4.0,2.0,0,0
1706,49.0,1.0,21.0,1.0,7020.0,15.0,1.0,40.0,1.0,1,0
1707,43.0,1.0,22.0,1.0,430.0,66.0,0.0,40.0,1.0,1,0
1708,50.0,6.0,16.0,1.0,5120.0,247.0,1.0,20.0,2.0,0,0
1709,63.0,1.0,16.0,1.0,5350.0,15.0,1.0,40.0,2.0,0,0
1710,46.0,5.0,21.0,1.0,2340.0,26.0,1.0,40.0,1.0,1,1
1711,33.0,1.0,16.0,1.0,5700.0,15.0,0.0,40.0,2.0,0,0
1712,45.0,1.0,16.0,1.0,6355.0,15.0,1.0,40.0,1.0,1,0
1713,46.0,1.0,21.0,1.0,110.0,17.0,0.0,40.0,1.0,1,1
1714,42.0,1.0,22.0,1.0,3230.0,24.0,1.0,35.0,2.0,1,1
1715,54.0,1.0,16.0,3.0,50.0,48.0,10.0,60.0,2.0,1,1
1716,54.0,1.0,16.0,1.0,4230.0,554.0,11.0,40.0,2.0,0,0
1717,54.0,1.0,16.0,4.0,4230.0,554.0,11.0,40.0,2.0,0,0
1718,39.0,1.0,19.0,5.0,5160.0,15.0,0.0,40.0,2.0,0,0
1719,38.0,6.0,16.0,5.0,7200.0,15.0,13.0,40.0,1.0,0,0
1720,57.0,1.0,16.0,2.0,4920.0,41.0,0.0,51.0,2.0,0,1
1721,72.0,1.0,16.0,3.0,9140.0,15.0,0.0,40.0,1.0,0,0
1722,65.0,1.0,21.0,1.0,1300.0,41.0,0.0,10.0,1.0,0,0
1723,28.0,1.0,14.0,5.0,3930.0,15.0,7.0,40.0,1.0,0,0
1724,26.0,1.0,19.0,5.0,4230.0,29.0,15.0,12.0,2.0,0,0
1725,67.0,1.0,5.0,1.0,4020.0,233.0,1.0,40.0,2.0,0,0
1726,47.0,1.0,18.0,1.0,4230.0,233.0,2.0,40.0,2.0,0,0
1727,44.0,1.0,22.0,5.0,800.0,233.0,2.0,40.0,1.0,0,0
1728,32.0,1.0,16.0,3.0,4760.0,233.0,2.0,48.0,2.0,0,0
1729,39.0,1.0,18.0,1.0,4230.0,233.0,9.0,40.0,1.0,0,0
1730,64.0,4.0,21.0,1.0,5000.0,15.0,0.0,40.0,1.0,1,0
1731,64.0,1.0,19.0,1.0,9050.0,15.0,1.0,30.0,2.0,1,0
1732,22.0,4.0,21.0,5.0,4620.0,15.0,2.0,20.0,2.0,0,0
1733,35.0,1.0,22.0,1.0,1300.0,164.0,0.0,40.0,2.0,0,1
1734,63.0,1.0,21.0,5.0,5700.0,15.0,0.0,36.0,2.0,0,0
1735,57.0,5.0,21.0,1.0,1007.0,22.0,0.0,40.0,1.0,1,0
1736,56.0,6.0,15.0,3.0,6420.0,6.0,11.0,40.0,1.0,0,1
1737,52.0,1.0,16.0,3.0,5600.0,55.0,11.0,40.0,2.0,0,0
1738,39.0,4.0,21.0,5.0,2310.0,15.0,0.0,50.0,2.0,0,0
1739,39.0,1.0,22.0,3.0,800.0,15.0,13.0,40.0,2.0,1,0
1740,54.0,6.0,22.0,1.0,3230.0,15.0,0.0,20.0,2.0,0,0
1741,58.0,6.0,23.0,1.0,3040.0,15.0,1.0,40.0,1.0,1,0
1742,23.0,4.0,19.0,5.0,5260.0,15.0,2.0,20.0,1.0,0,0
1743,21.0,1.0,19.0,5.0,4140.0,15.0,2.0,20.0,1.0,0,0
1744,17.0,2.0,14.0,5.0,2750.0,15.0,7.0,4.0,1.0,0,0
1745,48.0,1.0,22.0,1.0,5600.0,12.0,9.0,40.0,1.0,1,1
1746,65.0,1.0,19.0,1.0,9050.0,15.0,0.0,40.0,1.0,1,0
1747,60.0,4.0,18.0,4.0,6730.0,53.0,0.0,48.0,1.0,0,0
1748,59.0,7.0,21.0,1.0,205.0,207.0,0.0,30.0,1.0,0,0
1749,70.0,6.0,20.0,5.0,4610.0,26.0,0.0,5.0,2.0,0,1
1750,58.0,1.0,20.0,1.0,5700.0,15.0,0.0,40.0,2.0,1,0
1751,57.0,1.0,20.0,1.0,4220.0,15.0,1.0,40.0,1.0,1,1
1752,37.0,2.0,16.0,3.0,5120.0,20.0,0.0,60.0,2.0,0,0
1753,17.0,1.0,14.0,5.0,4720.0,6.0,2.0,12.0,2.0,0,0
1754,32.0,1.0,16.0,5.0,9130.0,6.0,13.0,40.0,1.0,0,0
1755,59.0,1.0,16.0,1.0,4110.0,207.0,1.0,25.0,2.0,0,0
1756,30.0,1.0,21.0,5.0,3300.0,15.0,2.0,40.0,2.0,1,0
1757,29.0,1.0,16.0,5.0,5620.0,15.0,2.0,30.0,1.0,0,0
1758,49.0,4.0,18.0,5.0,4720.0,15.0,0.0,40.0,2.0,0,0
1759,56.0,4.0,22.0,2.0,430.0,55.0,0.0,40.0,2.0,1,1
1760,56.0,1.0,21.0,5.0,710.0,15.0,0.0,40.0,1.0,1,0
1761,55.0,1.0,18.0,1.0,8140.0,15.0,1.0,40.0,1.0,1,0
1762,34.0,1.0,21.0,5.0,520.0,15.0,2.0,35.0,2.0,0,0
1763,18.0,1.0,16.0,5.0,4720.0,15.0,2.0,32.0,2.0,0,0
1764,46.0,1.0,21.0,1.0,3255.0,15.0,0.0,32.0,2.0,1,0
1765,50.0,1.0,16.0,1.0,7140.0,15.0,1.0,40.0,1.0,1,1
1766,61.0,1.0,14.0,1.0,5240.0,15.0,1.0,40.0,1.0,0,0
1767,68.0,1.0,21.0,5.0,4850.0,15.0,15.0,43.0,1.0,1,0
1768,26.0,1.0,21.0,5.0,220.0,15.0,7.0,40.0,1.0,0,0
1769,26.0,1.0,21.0,5.0,430.0,233.0,10.0,40.0,2.0,1,0
1770,41.0,4.0,21.0,1.0,5250.0,45.0,0.0,40.0,2.0,0,0
1771,44.0,3.0,20.0,1.0,1560.0,15.0,1.0,40.0,1.0,0,0
1772,46.0,3.0,16.0,1.0,3710.0,15.0,0.0,40.0,1.0,1,0
1773,46.0,1.0,16.0,1.0,5260.0,15.0,1.0,40.0,2.0,0,0
1774,23.0,1.0,18.0,5.0,4010.0,15.0,2.0,20.0,2.0,0,0
1775,61.0,1.0,22.0,2.0,2340.0,19.0,0.0,4.0,2.0,0,1
1776,39.0,2.0,21.0,3.0,726.0,15.0,0.0,50.0,2.0,1,0
1777,70.0,1.0,21.0,4.0,5860.0,215.0,6.0,40.0,2.0,0,0
1778,62.0,1.0,22.0,5.0,2340.0,8.0,0.0,33.0,2.0,0,1
1779,22.0,5.0,16.0,1.0,9810.0,26.0,0.0,55.0,1.0,0,1
1780,22.0,1.0,20.0,1.0,4030.0,29.0,1.0,40.0,2.0,0,1
1781,59.0,1.0,16.0,5.0,4020.0,303.0,0.0,40.0,1.0,0,0
1782,60.0,1.0,17.0,3.0,4720.0,209.0,0.0,40.0,2.0,0,0
1783,65.0,7.0,20.0,1.0,710.0,15.0,1.0,35.0,1.0,0,0
1784,27.0,1.0,16.0,1.0,4430.0,28.0,0.0,40.0,1.0,0,1
1785,41.0,2.0,21.0,1.0,630.0,15.0,0.0,40.0,2.0,1,0
1786,46.0,1.0,20.0,1.0,7200.0,6.0,1.0,40.0,1.0,1,0
1787,23.0,5.0,18.0,1.0,7340.0,48.0,1.0,40.0,1.0,0,1
1788,38.0,5.0,24.0,1.0,3060.0,16.0,0.0,40.0,1.0,0,1
1789,39.0,3.0,22.0,5.0,2016.0,27.0,10.0,40.0,2.0,0,1
1790,45.0,1.0,16.0,1.0,6230.0,15.0,0.0,40.0,1.0,1,0
1791,47.0,1.0,16.0,1.0,9000.0,15.0,1.0,27.0,2.0,0,0
1792,27.0,1.0,16.0,5.0,5860.0,15.0,2.0,36.0,2.0,0,0
1793,19.0,1.0,16.0,5.0,5850.0,15.0,2.0,20.0,2.0,0,0
1794,64.0,1.0,16.0,5.0,4130.0,27.0,10.0,40.0,1.0,0,1
1795,20.0,1.0,18.0,5.0,9610.0,6.0,0.0,38.0,1.0,0,0
1796,21.0,1.0,19.0,5.0,2630.0,6.0,13.0,35.0,2.0,0,0
1797,50.0,2.0,21.0,3.0,2010.0,12.0,0.0,30.0,2.0,0,1
1798,59.0,1.0,20.0,1.0,3930.0,215.0,0.0,40.0,1.0,1,0
1799,54.0,1.0,20.0,1.0,5410.0,15.0,1.0,40.0,2.0,0,0
1800,22.0,1.0,16.0,5.0,5510.0,15.0,0.0,35.0,1.0,0,1
1801,43.0,1.0,22.0,1.0,5700.0,15.0,0.0,45.0,2.0,0,0
1802,44.0,1.0,21.0,1.0,910.0,15.0,1.0,50.0,1.0,1,0
1803,65.0,6.0,21.0,1.0,4920.0,29.0,0.0,35.0,2.0,1,1
1804,67.0,4.0,22.0,1.0,2200.0,48.0,1.0,5.0,1.0,0,1
1805,40.0,5.0,22.0,1.0,1610.0,24.0,0.0,40.0,1.0,1,1
1806,40.0,6.0,21.0,1.0,4350.0,36.0,1.0,25.0,2.0,0,1
1807,30.0,5.0,21.0,5.0,430.0,34.0,10.0,40.0,1.0,0,1
1808,41.0,1.0,21.0,3.0,4760.0,34.0,12.0,30.0,2.0,0,1
1809,55.0,1.0,21.0,1.0,4710.0,35.0,0.0,50.0,1.0,1,1
1810,56.0,1.0,21.0,1.0,1410.0,36.0,1.0,50.0,2.0,1,1
1811,40.0,2.0,21.0,5.0,1105.0,15.0,0.0,40.0,1.0,1,0
1812,62.0,6.0,19.0,1.0,9140.0,217.0,0.0,30.0,1.0,0,0
1813,66.0,1.0,10.0,1.0,4030.0,207.0,0.0,10.0,1.0,0,0
1814,35.0,1.0,16.0,5.0,4020.0,207.0,2.0,50.0,1.0,0,0
1815,48.0,1.0,16.0,3.0,3930.0,15.0,0.0,40.0,1.0,1,0
1816,52.0,1.0,19.0,5.0,2145.0,15.0,0.0,40.0,1.0,1,0
1817,66.0,1.0,22.0,1.0,430.0,17.0,0.0,45.0,1.0,1,1
1818,53.0,5.0,18.0,1.0,5550.0,69.0,0.0,43.0,1.0,1,0
1819,52.0,7.0,19.0,5.0,10.0,6.0,15.0,65.0,1.0,1,1
1820,44.0,5.0,20.0,1.0,3645.0,48.0,0.0,40.0,2.0,1,1
1821,35.0,5.0,21.0,1.0,9800.0,45.0,1.0,45.0,1.0,1,1
1822,51.0,1.0,22.0,1.0,150.0,15.0,0.0,40.0,1.0,1,0
1823,50.0,5.0,21.0,1.0,430.0,15.0,1.0,40.0,2.0,1,0
1824,24.0,1.0,18.0,5.0,9610.0,15.0,2.0,30.0,1.0,0,0
1825,67.0,1.0,17.0,1.0,3930.0,15.0,0.0,24.0,1.0,1,0
1826,62.0,4.0,16.0,1.0,2850.0,15.0,1.0,40.0,2.0,1,0
1827,63.0,6.0,18.0,3.0,4220.0,34.0,0.0,30.0,2.0,0,1
1828,21.0,1.0,19.0,5.0,640.0,15.0,15.0,40.0,2.0,0,0
1829,58.0,2.0,21.0,1.0,350.0,15.0,0.0,50.0,1.0,1,0
1830,56.0,2.0,21.0,1.0,5940.0,6.0,1.0,42.0,2.0,1,1
1831,48.0,4.0,22.0,1.0,2016.0,15.0,0.0,40.0,1.0,1,0
1832,47.0,4.0,23.0,1.0,2310.0,15.0,1.0,40.0,2.0,1,0
1833,26.0,1.0,20.0,5.0,4110.0,15.0,0.0,30.0,1.0,0,0
1834,25.0,1.0,20.0,5.0,4030.0,15.0,13.0,38.0,2.0,0,0
1835,46.0,1.0,16.0,1.0,4700.0,217.0,0.0,30.0,2.0,1,0
1836,43.0,1.0,19.0,1.0,6420.0,217.0,1.0,40.0,1.0,0,0
1837,57.0,5.0,21.0,1.0,1107.0,12.0,0.0,40.0,1.0,1,1
1838,58.0,4.0,20.0,1.0,2000.0,6.0,1.0,30.0,2.0,0,0
1839,56.0,1.0,16.0,1.0,410.0,15.0,0.0,40.0,1.0,0,0
1840,27.0,6.0,21.0,1.0,3500.0,233.0,1.0,40.0,2.0,0,0
1841,65.0,2.0,21.0,5.0,1006.0,15.0,0.0,40.0,1.0,1,0
1842,27.0,1.0,21.0,5.0,1300.0,15.0,0.0,40.0,2.0,1,0
1843,22.0,1.0,21.0,5.0,1360.0,15.0,5.0,20.0,1.0,0,0
1844,62.0,6.0,17.0,1.0,4000.0,207.0,6.0,95.0,1.0,0,0
1845,53.0,6.0,13.0,1.0,4720.0,207.0,6.0,95.0,2.0,0,0
1846,24.0,1.0,20.0,1.0,5020.0,60.0,0.0,40.0,2.0,0,0
1847,24.0,1.0,16.0,1.0,9130.0,60.0,1.0,40.0,1.0,0,0
1848,20.0,5.0,16.0,1.0,630.0,215.0,0.0,40.0,1.0,1,0
1849,20.0,5.0,16.0,1.0,3850.0,37.0,1.0,40.0,2.0,1,1
1850,57.0,4.0,18.0,1.0,10.0,15.0,0.0,60.0,1.0,1,0
1851,25.0,1.0,18.0,5.0,4110.0,15.0,2.0,45.0,1.0,0,0
1852,40.0,6.0,21.0,1.0,430.0,15.0,0.0,50.0,1.0,1,0
1853,43.0,8.0,21.0,1.0,20.0,15.0,1.0,50.0,2.0,0,0
1854,52.0,2.0,21.0,3.0,5120.0,6.0,0.0,30.0,2.0,0,1
1855,47.0,1.0,21.0,1.0,6005.0,17.0,0.0,70.0,1.0,1,1
1856,48.0,7.0,21.0,1.0,205.0,13.0,1.0,10.0,2.0,0,1
1857,61.0,1.0,21.0,5.0,600.0,44.0,0.0,80.0,1.0,1,1
1858,60.0,5.0,22.0,1.0,430.0,39.0,0.0,40.0,1.0,1,1
1859,52.0,5.0,21.0,3.0,630.0,17.0,0.0,50.0,2.0,1,1
1860,50.0,1.0,16.0,1.0,9130.0,15.0,0.0,50.0,1.0,0,0
1861,45.0,4.0,24.0,1.0,2200.0,15.0,0.0,60.0,2.0,1,0
1862,48.0,1.0,24.0,1.0,430.0,36.0,1.0,70.0,1.0,1,1
1863,65.0,1.0,21.0,1.0,10.0,36.0,0.0,50.0,1.0,1,1
1864,45.0,1.0,16.0,5.0,9130.0,15.0,11.0,40.0,1.0,0,0
1865,31.0,1.0,21.0,5.0,2340.0,15.0,2.0,25.0,1.0,0,0
1866,49.0,4.0,22.0,1.0,2330.0,53.0,2.0,19.0,2.0,0,0
1867,43.0,1.0,20.0,5.0,4700.0,53.0,2.0,40.0,1.0,0,0
1868,29.0,1.0,21.0,5.0,4700.0,15.0,7.0,25.0,1.0,0,0
1869,46.0,2.0,22.0,1.0,350.0,217.0,0.0,60.0,2.0,1,0
1870,46.0,1.0,21.0,1.0,4850.0,15.0,1.0,60.0,1.0,1,0
1871,34.0,7.0,16.0,4.0,6440.0,301.0,0.0,90.0,1.0,1,1
1872,37.0,1.0,16.0,3.0,5700.0,15.0,13.0,40.0,2.0,0,0
1873,50.0,5.0,21.0,1.0,3945.0,15.0,0.0,40.0,1.0,1,0
1874,49.0,4.0,24.0,1.0,230.0,6.0,0.0,60.0,1.0,1,0
1875,42.0,4.0,24.0,1.0,230.0,240.0,1.0,50.0,2.0,1,0
1876,39.0,1.0,20.0,3.0,6355.0,15.0,0.0,40.0,1.0,1,0
1877,47.0,1.0,20.0,5.0,5860.0,15.0,2.0,40.0,2.0,0,0
1878,70.0,1.0,16.0,1.0,4220.0,15.0,1.0,4.0,1.0,1,0
1879,26.0,2.0,18.0,1.0,6520.0,15.0,7.0,40.0,1.0,0,0
1880,58.0,4.0,21.0,5.0,2310.0,15.0,0.0,40.0,2.0,1,0
1881,50.0,1.0,19.0,3.0,20.0,15.0,12.0,60.0,2.0,1,1
1882,40.0,1.0,20.0,1.0,7160.0,512.0,0.0,40.0,1.0,0,0
1883,36.0,1.0,14.0,1.0,4720.0,512.0,1.0,40.0,2.0,0,0
1884,62.0,1.0,21.0,1.0,50.0,36.0,0.0,40.0,1.0,1,1
1885,62.0,2.0,21.0,1.0,2300.0,30.0,1.0,40.0,2.0,0,1
1886,54.0,1.0,16.0,1.0,5700.0,13.0,1.0,40.0,2.0,1,0
1887,67.0,1.0,22.0,1.0,2000.0,53.0,1.0,40.0,1.0,1,1
1888,34.0,1.0,16.0,1.0,4700.0,6.0,0.0,82.0,2.0,1,0
1889,33.0,1.0,15.0,1.0,7610.0,15.0,1.0,40.0,1.0,0,0
1890,58.0,1.0,20.0,1.0,8300.0,15.0,8.0,40.0,1.0,0,0
1891,31.0,1.0,15.0,3.0,5300.0,15.0,10.0,40.0,2.0,0,0
1892,29.0,1.0,13.0,5.0,7560.0,15.0,10.0,40.0,1.0,0,0
1893,27.0,2.0,17.0,1.0,5700.0,15.0,10.0,40.0,1.0,0,0
1894,54.0,1.0,16.0,5.0,4465.0,15.0,0.0,90.0,2.0,0,0
1895,39.0,4.0,21.0,3.0,3930.0,511.0,0.0,40.0,1.0,1,0
1896,59.0,3.0,21.0,1.0,530.0,15.0,1.0,44.0,1.0,1,0
1897,25.0,4.0,21.0,5.0,2310.0,30.0,2.0,75.0,2.0,0,0
1898,51.0,4.0,17.0,1.0,4610.0,15.0,3.0,20.0,1.0,0,0
1899,29.0,1.0,16.0,1.0,410.0,48.0,10.0,40.0,2.0,0,0
1900,19.0,1.0,19.0,5.0,5620.0,15.0,10.0,19.0,1.0,0,0
1901,55.0,1.0,19.0,1.0,5120.0,15.0,15.0,40.0,2.0,1,0
1902,32.0,1.0,21.0,1.0,4760.0,11.0,15.0,40.0,1.0,0,1
1903,60.0,1.0,19.0,1.0,5165.0,527.0,0.0,60.0,2.0,1,0
1904,61.0,1.0,19.0,1.0,4220.0,15.0,1.0,40.0,1.0,1,1
1905,32.0,6.0,21.0,5.0,4965.0,15.0,2.0,20.0,2.0,0,0
1906,32.0,1.0,16.0,1.0,4250.0,15.0,9.0,40.0,1.0,0,0
1907,64.0,4.0,16.0,5.0,430.0,42.0,0.0,40.0,1.0,1,1
1908,43.0,3.0,21.0,1.0,800.0,233.0,0.0,40.0,1.0,1,0
1909,48.0,1.0,21.0,1.0,110.0,17.0,0.0,50.0,2.0,1,1
1910,53.0,1.0,21.0,1.0,1010.0,48.0,1.0,45.0,1.0,1,0
1911,45.0,4.0,21.0,3.0,800.0,15.0,2.0,40.0,2.0,1,0
1912,29.0,5.0,19.0,1.0,9830.0,233.0,0.0,11.0,1.0,0,0
1913,33.0,1.0,18.0,1.0,5860.0,233.0,1.0,40.0,2.0,0,0
1914,33.0,1.0,18.0,1.0,2910.0,15.0,0.0,22.0,1.0,0,0
1915,33.0,1.0,20.0,1.0,410.0,15.0,1.0,45.0,2.0,1,0
1916,48.0,1.0,19.0,3.0,4720.0,15.0,0.0,40.0,2.0,0,0
1917,26.0,1.0,16.0,5.0,4720.0,15.0,2.0,40.0,2.0,0,0
1918,56.0,4.0,17.0,1.0,6050.0,15.0,5.0,40.0,2.0,1,0
1919,45.0,4.0,21.0,5.0,430.0,15.0,10.0,40.0,1.0,0,0
1920,38.0,1.0,17.0,3.0,9620.0,15.0,10.0,40.0,1.0,0,0
1921,20.0,1.0,14.0,5.0,4760.0,15.0,10.0,20.0,1.0,0,0
1922,46.0,1.0,23.0,5.0,2920.0,15.0,15.0,40.0,1.0,1,0
1923,46.0,1.0,21.0,1.0,20.0,15.0,0.0,24.0,2.0,0,0
1924,55.0,6.0,16.0,1.0,7200.0,15.0,1.0,45.0,1.0,0,0
1925,29.0,1.0,16.0,1.0,5240.0,15.0,0.0,40.0,2.0,0,0
1926,19.0,1.0,16.0,5.0,7420.0,15.0,10.0,40.0,1.0,0,0
1927,69.0,3.0,16.0,1.0,4430.0,15.0,0.0,7.0,1.0,0,0
1928,69.0,1.0,16.0,1.0,5240.0,15.0,1.0,38.0,2.0,0,0
1929,40.0,1.0,16.0,5.0,4710.0,15.0,2.0,40.0,2.0,0,0
1930,46.0,3.0,16.0,5.0,4030.0,15.0,12.0,20.0,2.0,0,0
1931,32.0,1.0,23.0,5.0,800.0,15.0,0.0,40.0,2.0,0,0
1932,26.0,1.0,21.0,1.0,4700.0,6.0,0.0,40.0,2.0,0,0
1933,26.0,5.0,19.0,1.0,9830.0,6.0,1.0,65.0,1.0,1,1
1934,70.0,1.0,19.0,1.0,5860.0,36.0,0.0,20.0,1.0,1,1
1935,36.0,1.0,13.0,1.0,9260.0,512.0,0.0,35.0,2.0,0,0
1936,37.0,4.0,1.0,1.0,2540.0,512.0,1.0,33.0,1.0,1,0
1937,62.0,5.0,22.0,3.0,1105.0,341.0,0.0,40.0,2.0,1,0
1938,68.0,1.0,19.0,1.0,1050.0,15.0,0.0,40.0,1.0,1,0
1939,34.0,1.0,16.0,1.0,4060.0,233.0,1.0,40.0,2.0,0,0
1940,55.0,6.0,18.0,5.0,4600.0,15.0,0.0,55.0,2.0,0,0
1941,41.0,5.0,21.0,1.0,7560.0,15.0,0.0,40.0,1.0,1,0
1942,41.0,2.0,22.0,1.0,2310.0,15.0,1.0,24.0,2.0,0,0
1943,41.0,7.0,22.0,3.0,4920.0,136.0,0.0,40.0,2.0,0,0
1944,32.0,3.0,21.0,5.0,3740.0,6.0,13.0,45.0,1.0,0,1
1945,61.0,1.0,18.0,3.0,8600.0,15.0,2.0,50.0,1.0,1,0
1946,55.0,4.0,19.0,1.0,1007.0,15.0,2.0,40.0,1.0,1,0
1947,55.0,1.0,19.0,1.0,4820.0,15.0,9.0,40.0,2.0,1,0
1948,52.0,1.0,19.0,3.0,5700.0,15.0,0.0,1.0,1.0,1,0
1949,23.0,1.0,16.0,5.0,4720.0,15.0,2.0,40.0,2.0,0,0
1950,66.0,4.0,23.0,5.0,230.0,6.0,0.0,19.0,2.0,0,1
1951,57.0,6.0,20.0,2.0,710.0,15.0,0.0,80.0,2.0,0,0
1952,36.0,1.0,18.0,1.0,7315.0,6.0,2.0,40.0,1.0,1,0
1953,38.0,1.0,16.0,1.0,3420.0,15.0,9.0,20.0,2.0,0,0
1954,46.0,1.0,15.0,5.0,4020.0,15.0,0.0,40.0,1.0,0,0
1955,45.0,1.0,15.0,5.0,4110.0,15.0,12.0,18.0,1.0,0,0
1956,24.0,1.0,16.0,5.0,4760.0,15.0,12.0,40.0,2.0,0,0
1957,81.0,1.0,19.0,1.0,5860.0,15.0,0.0,40.0,1.0,1,0
