idx,AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,PINCP,RAC1P
894,38.0,3.0,21.0,1.0,5860.0,233.0,0.0,45.0,2.0,1,0
895,57.0,1.0,20.0,1.0,9620.0,233.0,1.0,60.0,1.0,1,0
896,39.0,1.0,16.0,5.0,4700.0,2.0,0.0,40.0,1.0,0,1
897,42.0,4.0,22.0,3.0,5700.0,37.0,0.0,40.0,2.0,1,1
898,57.0,4.0,21.0,3.0,110.0,29.0,6.0,40.0,1.0,1,1
899,33.0,1.0,16.0,1.0,9620.0,233.0,0.0,40.0,1.0,1,0
900,40.0,2.0,19.0,4.0,5120.0,41.0,0.0,40.0,2.0,1,1
901,52.0,1.0,20.0,5.0,5120.0,39.0,0.0,40.0,2.0,1,1
902,50.0,4.0,16.0,1.0,4220.0,2.0,0.0,35.0,1.0,0,0
903,38.0,1.0,17.0,1.0,9610.0,2.0,1.0,65.0,2.0,0,0
904,52.0,1.0,22.0,5.0,9030.0,37.0,0.0,25.0,1.0,1,1
905,69.0,1.0,19.0,4.0,5620.0,51.0,0.0,28.0,2.0,0,1
906,76.0,7.0,19.0,3.0,3630.0,31.0,12.0,25.0,2.0,0,1
907,52.0,2.0,21.0,3.0,630.0,2.0,0.0,50.0,2.0,1,1
908,31.0,1.0,21.0,3.0,5700.0,2.0,2.0,40.0,2.0,0,1
909,35.0,3.0,16.0,1.0,4720.0,2.0,0.0,70.0,2.0,0,0
910,32.0,1.0,16.0,1.0,4220.0,2.0,1.0,38.0,1.0,0,0
911,59.0,1.0,19.0,1.0,9120.0,47.0,0.0,30.0,2.0,0,1
912,63.0,1.0,20.0,1.0,4600.0,6.0,1.0,20.0,1.0,1,1
913,54.0,4.0,22.0,3.0,5940.0,21.0,0.0,37.0,2.0,1,1
914,39.0,6.0,22.0,1.0,1740.0,2.0,0.0,40.0,1.0,0,1
915,41.0,5.0,21.0,1.0,1610.0,2.0,1.0,40.0,2.0,1,0
916,56.0,4.0,21.0,1.0,3940.0,53.0,0.0,40.0,2.0,0,1
917,63.0,1.0,19.0,1.0,7810.0,53.0,1.0,44.0,1.0,1,1
918,23.0,2.0,16.0,1.0,5110.0,2.0,2.0,40.0,2.0,0,1
919,22.0,1.0,18.0,5.0,4720.0,2.0,2.0,40.0,2.0,0,1
920,32.0,1.0,21.0,5.0,1930.0,13.0,0.0,44.0,1.0,1,1
921,73.0,4.0,19.0,1.0,430.0,16.0,0.0,70.0,1.0,1,1
922,68.0,1.0,16.0,1.0,1965.0,42.0,1.0,40.0,2.0,1,1
923,38.0,2.0,21.0,5.0,3255.0,2.0,0.0,40.0,1.0,1,0
924,28.0,2.0,18.0,5.0,9130.0,2.0,5.0,40.0,1.0,0,0
925,25.0,3.0,14.0,5.0,4220.0,2.0,12.0,12.0,2.0,0,0
926,25.0,1.0,12.0,5.0,6260.0,156.0,0.0,60.0,1.0,1,1
927,61.0,1.0,20.0,1.0,3255.0,42.0,0.0,40.0,2.0,1,1
928,39.0,3.0,21.0,1.0,2310.0,9.0,0.0,4.0,2.0,0,1
929,42.0,3.0,22.0,1.0,230.0,55.0,1.0,60.0,1.0,1,1
930,37.0,1.0,22.0,1.0,430.0,163.0,0.0,50.0,1.0,1,1
931,34.0,2.0,21.0,1.0,840.0,501.0,1.0,20.0,2.0,0,1
932,42.0,6.0,19.0,1.0,4510.0,41.0,0.0,20.0,2.0,1,1
933,43.0,6.0,21.0,1.0,340.0,6.0,1.0,60.0,1.0,0,1
934,29.0,1.0,21.0,5.0,6330.0,132.0,0.0,40.0,2.0,0,1
935,25.0,1.0,20.0,5.0,3600.0,2.0,12.0,36.0,2.0,0,1
936,25.0,4.0,22.0,5.0,2540.0,215.0,12.0,40.0,1.0,0,0
937,22.0,1.0,16.0,5.0,9130.0,2.0,12.0,40.0,1.0,0,1
938,28.0,3.0,19.0,1.0,2300.0,2.0,0.0,35.0,2.0,0,0
939,33.0,2.0,19.0,1.0,2016.0,2.0,1.0,40.0,1.0,0,0
940,23.0,2.0,13.0,5.0,9130.0,2.0,0.0,30.0,1.0,0,0
941,25.0,5.0,18.0,1.0,7140.0,2.0,0.0,48.0,1.0,1,1
942,23.0,4.0,21.0,1.0,5820.0,30.0,1.0,40.0,2.0,1,1
943,63.0,5.0,19.0,4.0,7810.0,13.0,0.0,40.0,1.0,1,0
944,39.0,2.0,20.0,5.0,800.0,2.0,0.0,40.0,2.0,0,0
945,68.0,6.0,18.0,2.0,340.0,18.0,0.0,20.0,2.0,1,1
946,57.0,1.0,19.0,3.0,5000.0,44.0,0.0,40.0,1.0,1,1
947,22.0,1.0,19.0,5.0,4760.0,36.0,2.0,20.0,2.0,0,0
948,61.0,4.0,16.0,1.0,4120.0,233.0,1.0,6.0,1.0,0,0
949,42.0,2.0,21.0,5.0,1300.0,2.0,0.0,30.0,1.0,0,0
950,39.0,1.0,16.0,5.0,9620.0,2.0,0.0,40.0,1.0,0,0
951,24.0,1.0,16.0,5.0,3930.0,2.0,0.0,32.0,1.0,0,1
952,24.0,1.0,16.0,5.0,4110.0,2.0,12.0,40.0,2.0,0,1
953,52.0,1.0,17.0,1.0,7200.0,2.0,1.0,40.0,1.0,0,0
954,44.0,1.0,21.0,1.0,4620.0,41.0,0.0,2.0,2.0,0,1
955,46.0,4.0,21.0,1.0,820.0,41.0,1.0,40.0,1.0,1,1
956,21.0,1.0,19.0,5.0,4720.0,41.0,2.0,40.0,1.0,0,1
957,38.0,1.0,19.0,1.0,4540.0,2.0,0.0,60.0,2.0,0,1
958,41.0,2.0,19.0,1.0,7410.0,2.0,1.0,50.0,1.0,1,1
959,20.0,1.0,19.0,5.0,1350.0,26.0,0.0,40.0,2.0,0,1
960,41.0,1.0,22.0,1.0,800.0,41.0,0.0,20.0,2.0,0,1
961,44.0,5.0,21.0,1.0,9810.0,2.0,1.0,40.0,1.0,1,1
962,25.0,2.0,16.0,4.0,4720.0,53.0,7.0,29.0,1.0,0,0
963,49.0,4.0,18.0,1.0,5700.0,2.0,0.0,35.0,2.0,0,0
964,48.0,1.0,17.0,1.0,4220.0,41.0,1.0,40.0,1.0,0,0
965,26.0,1.0,16.0,5.0,4030.0,2.0,2.0,35.0,1.0,0,0
966,21.0,1.0,16.0,5.0,5240.0,2.0,3.0,6.0,2.0,0,0
967,32.0,3.0,22.0,3.0,3850.0,10.0,0.0,45.0,2.0,1,1
968,58.0,1.0,16.0,3.0,4760.0,24.0,6.0,20.0,2.0,0,1
969,39.0,3.0,21.0,3.0,3710.0,37.0,13.0,45.0,1.0,1,1
970,29.0,1.0,17.0,5.0,5240.0,2.0,0.0,40.0,2.0,0,0
971,35.0,5.0,20.0,1.0,3400.0,364.0,0.0,48.0,1.0,1,1
972,34.0,1.0,19.0,1.0,20.0,12.0,1.0,45.0,2.0,0,1
973,24.0,5.0,16.0,5.0,5310.0,23.0,11.0,40.0,1.0,0,1
974,41.0,3.0,16.0,5.0,6260.0,2.0,0.0,40.0,1.0,0,0
975,42.0,1.0,18.0,5.0,4140.0,2.0,10.0,16.0,1.0,0,0
976,63.0,3.0,16.0,1.0,8620.0,2.0,0.0,20.0,1.0,0,0
977,64.0,3.0,16.0,1.0,4120.0,2.0,1.0,15.0,2.0,0,0
978,51.0,3.0,16.0,5.0,4220.0,2.0,0.0,25.0,1.0,0,0
979,50.0,4.0,23.0,1.0,2100.0,19.0,0.0,40.0,1.0,1,1
980,56.0,2.0,22.0,1.0,2100.0,6.0,1.0,30.0,2.0,0,1
981,17.0,2.0,14.0,5.0,2540.0,2.0,2.0,12.0,1.0,0,1
982,31.0,1.0,16.0,1.0,4850.0,233.0,0.0,49.0,1.0,1,0
983,38.0,1.0,21.0,1.0,5000.0,233.0,1.0,41.0,2.0,0,0
984,58.0,1.0,22.0,1.0,7315.0,233.0,12.0,57.0,1.0,1,0
985,46.0,1.0,21.0,1.0,1006.0,2.0,0.0,40.0,1.0,1,0
986,43.0,6.0,21.0,1.0,8255.0,2.0,1.0,25.0,2.0,0,1
987,50.0,1.0,19.0,1.0,5120.0,29.0,0.0,40.0,2.0,1,1
988,58.0,6.0,14.0,1.0,4710.0,34.0,1.0,35.0,1.0,0,1
989,51.0,3.0,20.0,1.0,2016.0,2.0,1.0,40.0,2.0,0,0
990,40.0,1.0,16.0,3.0,7315.0,6.0,0.0,55.0,1.0,1,1
991,36.0,1.0,21.0,5.0,5000.0,51.0,13.0,45.0,2.0,0,1
992,32.0,1.0,21.0,5.0,10.0,2.0,0.0,84.0,1.0,0,1
993,43.0,1.0,19.0,3.0,5310.0,48.0,13.0,36.0,2.0,0,1
994,48.0,1.0,16.0,3.0,4700.0,2.0,0.0,40.0,2.0,0,0
995,24.0,5.0,16.0,5.0,2300.0,2.0,2.0,40.0,2.0,0,0
996,22.0,1.0,16.0,5.0,9640.0,2.0,2.0,20.0,2.0,0,0
997,20.0,5.0,16.0,5.0,800.0,2.0,2.0,40.0,2.0,0,0
998,39.0,7.0,16.0,1.0,6230.0,53.0,1.0,70.0,1.0,1,1
999,19.0,2.0,18.0,5.0,5940.0,2.0,2.0,30.0,2.0,0,0
1000,56.0,6.0,16.0,4.0,4600.0,2.0,0.0,11.0,2.0,1,0
1001,21.0,2.0,16.0,5.0,3245.0,2.0,0.0,40.0,2.0,0,0
1002,21.0,4.0,19.0,5.0,2330.0,2.0,13.0,25.0,1.0,0,0
1003,39.0,2.0,20.0,5.0,10.0,51.0,0.0,40.0,1.0,1,1
1004,56.0,2.0,16.0,4.0,6230.0,2.0,0.0,40.0,1.0,0,0
1005,29.0,5.0,16.0,5.0,5850.0,42.0,0.0,40.0,2.0,1,1
1006,56.0,1.0,16.0,1.0,7210.0,2.0,1.0,40.0,1.0,1,1
1007,54.0,6.0,19.0,3.0,6260.0,4.0,0.0,55.0,1.0,0,1
1008,56.0,4.0,16.0,5.0,5860.0,2.0,0.0,38.0,2.0,1,0
1009,35.0,5.0,22.0,1.0,4610.0,6.0,0.0,40.0,2.0,0,1
1010,64.0,3.0,16.0,2.0,5860.0,2.0,0.0,30.0,2.0,1,0
1011,29.0,3.0,16.0,4.0,3600.0,2.0,2.0,20.0,2.0,0,0
1012,53.0,4.0,19.0,1.0,5420.0,6.0,0.0,40.0,2.0,1,1
1013,58.0,1.0,19.0,1.0,10.0,19.0,1.0,40.0,1.0,1,1
1014,54.0,1.0,18.0,4.0,5860.0,6.0,0.0,50.0,2.0,1,1
1015,21.0,4.0,19.0,5.0,1050.0,2.0,2.0,20.0,2.0,0,1
1016,17.0,1.0,14.0,5.0,4220.0,2.0,2.0,5.0,2.0,0,1
1017,77.0,1.0,22.0,1.0,1610.0,13.0,0.0,25.0,1.0,1,1
1018,31.0,3.0,20.0,5.0,410.0,2.0,0.0,40.0,2.0,1,0
1019,32.0,3.0,19.0,5.0,1965.0,2.0,13.0,40.0,1.0,1,0
1020,35.0,3.0,14.0,4.0,9130.0,2.0,2.0,35.0,1.0,0,0
1021,59.0,1.0,21.0,1.0,20.0,17.0,0.0,96.0,1.0,1,1
1022,51.0,5.0,19.0,5.0,1030.0,6.0,0.0,40.0,2.0,1,1
1023,42.0,1.0,19.0,1.0,3300.0,53.0,0.0,40.0,2.0,1,1
1024,47.0,7.0,16.0,1.0,6230.0,42.0,1.0,55.0,1.0,1,1
1025,25.0,5.0,21.0,5.0,1900.0,53.0,2.0,40.0,2.0,0,1
1026,19.0,1.0,16.0,5.0,4030.0,53.0,2.0,35.0,1.0,0,1
1027,32.0,1.0,18.0,5.0,4700.0,2.0,0.0,55.0,1.0,0,1
1028,27.0,1.0,15.0,3.0,520.0,2.0,13.0,15.0,2.0,0,1
1029,76.0,7.0,19.0,1.0,430.0,30.0,0.0,40.0,1.0,0,1
1030,56.0,2.0,21.0,5.0,5700.0,6.0,0.0,40.0,2.0,1,1
1031,27.0,5.0,20.0,1.0,9820.0,13.0,0.0,43.0,1.0,1,1
1032,25.0,1.0,21.0,1.0,5240.0,12.0,1.0,40.0,2.0,0,1
1033,35.0,1.0,16.0,3.0,9360.0,2.0,3.0,40.0,1.0,1,0
1034,28.0,1.0,19.0,5.0,1930.0,2.0,3.0,42.0,1.0,1,0
1035,64.0,3.0,22.0,1.0,2310.0,30.0,0.0,40.0,2.0,1,1
1036,57.0,5.0,17.0,5.0,4220.0,2.0,0.0,6.0,1.0,0,0
1037,41.0,4.0,11.0,5.0,4640.0,2.0,0.0,40.0,2.0,0,0
1038,23.0,6.0,18.0,5.0,6230.0,2.0,0.0,40.0,1.0,0,1
1039,19.0,1.0,16.0,5.0,6230.0,2.0,5.0,40.0,1.0,0,1
1040,60.0,1.0,16.0,1.0,7330.0,2.0,0.0,84.0,1.0,1,1
1041,45.0,1.0,20.0,1.0,4700.0,29.0,1.0,45.0,2.0,0,1
1042,24.0,1.0,20.0,5.0,6515.0,2.0,2.0,25.0,1.0,0,1
1043,31.0,3.0,18.0,5.0,3850.0,6.0,0.0,40.0,1.0,0,1
1044,45.0,3.0,16.0,3.0,2540.0,2.0,10.0,10.0,2.0,0,0
1045,43.0,1.0,16.0,1.0,9420.0,2.0,9.0,42.0,1.0,0,0
1046,48.0,5.0,19.0,1.0,5000.0,53.0,0.0,40.0,1.0,1,1
1047,52.0,1.0,17.0,1.0,430.0,126.0,1.0,45.0,2.0,0,1
1048,40.0,3.0,18.0,1.0,2310.0,6.0,0.0,15.0,2.0,0,1
1049,41.0,2.0,22.0,1.0,2050.0,49.0,1.0,50.0,1.0,1,1
1050,17.0,1.0,14.0,5.0,4720.0,49.0,2.0,15.0,2.0,0,1
1051,18.0,1.0,16.0,5.0,4010.0,2.0,0.0,40.0,2.0,0,1
1052,19.0,1.0,17.0,5.0,4050.0,16.0,13.0,20.0,1.0,0,1
1053,24.0,2.0,16.0,5.0,4610.0,2.0,0.0,40.0,2.0,0,0
1054,31.0,5.0,19.0,1.0,2825.0,72.0,0.0,40.0,1.0,1,0
1055,25.0,1.0,19.0,1.0,120.0,34.0,1.0,40.0,2.0,0,0
1056,31.0,1.0,20.0,1.0,9300.0,2.0,0.0,40.0,1.0,0,0
1057,39.0,3.0,16.0,1.0,5140.0,2.0,1.0,39.0,2.0,1,0
1058,51.0,3.0,16.0,5.0,6320.0,2.0,0.0,35.0,1.0,0,0
1059,38.0,1.0,21.0,3.0,650.0,48.0,0.0,40.0,2.0,0,1
1060,33.0,1.0,21.0,3.0,10.0,5.0,11.0,50.0,1.0,0,1
1061,43.0,1.0,19.0,1.0,1310.0,55.0,0.0,40.0,1.0,0,1
1062,43.0,1.0,16.0,1.0,6355.0,55.0,1.0,40.0,2.0,1,1
1063,29.0,3.0,21.0,5.0,3740.0,2.0,0.0,56.0,1.0,1,1
1064,29.0,1.0,19.0,5.0,4610.0,2.0,0.0,40.0,2.0,0,0
1065,33.0,3.0,19.0,5.0,1310.0,2.0,5.0,40.0,1.0,1,0
1066,49.0,3.0,21.0,1.0,1610.0,2.0,0.0,40.0,2.0,1,0
1067,47.0,1.0,12.0,1.0,4840.0,301.0,1.0,40.0,1.0,1,0
1068,37.0,1.0,21.0,5.0,4600.0,26.0,0.0,50.0,2.0,0,1
1069,39.0,3.0,19.0,2.0,5860.0,2.0,0.0,38.0,2.0,0,0
1070,67.0,6.0,19.0,1.0,6100.0,41.0,0.0,99.0,1.0,0,1
1071,45.0,6.0,21.0,1.0,800.0,2.0,0.0,40.0,2.0,0,0
1072,49.0,1.0,20.0,1.0,9620.0,27.0,1.0,40.0,1.0,1,1
1073,20.0,1.0,16.0,5.0,7260.0,2.0,2.0,50.0,1.0,0,0
1074,21.0,1.0,16.0,5.0,9620.0,108.0,4.0,30.0,1.0,0,1
1075,75.0,1.0,18.0,1.0,3640.0,2.0,1.0,40.0,2.0,0,1
1076,56.0,6.0,16.0,3.0,6230.0,6.0,0.0,40.0,1.0,1,1
1077,50.0,4.0,22.0,5.0,5320.0,2.0,0.0,40.0,2.0,0,1
1078,55.0,1.0,17.0,3.0,4965.0,56.0,0.0,39.0,2.0,0,1
1079,74.0,6.0,14.0,2.0,6765.0,53.0,0.0,10.0,1.0,0,1
1080,71.0,6.0,22.0,3.0,4820.0,53.0,11.0,50.0,1.0,0,1
1081,51.0,1.0,16.0,3.0,4610.0,41.0,11.0,30.0,2.0,0,1
1082,26.0,1.0,18.0,1.0,7200.0,2.0,0.0,35.0,1.0,1,1
1083,23.0,4.0,18.0,1.0,5850.0,29.0,1.0,38.0,2.0,0,1
1084,29.0,3.0,16.0,5.0,1300.0,2.0,0.0,40.0,1.0,0,0
1085,46.0,6.0,21.0,1.0,4620.0,34.0,0.0,65.0,1.0,1,1
1086,47.0,6.0,19.0,1.0,4620.0,26.0,1.0,65.0,2.0,1,1
1087,19.0,1.0,18.0,5.0,4720.0,26.0,4.0,35.0,1.0,0,1
1088,49.0,1.0,18.0,1.0,5240.0,2.0,3.0,32.0,2.0,0,1
1089,22.0,1.0,19.0,5.0,4030.0,39.0,7.0,24.0,2.0,0,1
1090,19.0,1.0,19.0,5.0,6100.0,39.0,7.0,60.0,1.0,0,1
1091,48.0,1.0,18.0,1.0,7000.0,39.0,9.0,75.0,1.0,0,1
1092,61.0,3.0,22.0,5.0,2310.0,1.0,0.0,35.0,2.0,0,1
1093,56.0,3.0,16.0,3.0,5000.0,2.0,0.0,40.0,1.0,1,0
1094,56.0,6.0,13.0,1.0,8256.0,24.0,2.0,4.0,2.0,0,1
1095,37.0,4.0,16.0,3.0,3800.0,2.0,7.0,84.0,1.0,1,1
1096,59.0,1.0,16.0,1.0,7540.0,2.0,9.0,40.0,1.0,0,1
1097,61.0,2.0,19.0,3.0,2000.0,2.0,13.0,40.0,2.0,1,0
1098,35.0,1.0,21.0,1.0,8610.0,26.0,0.0,50.0,1.0,1,1
1099,39.0,3.0,21.0,1.0,430.0,2.0,0.0,38.0,2.0,1,0
1100,29.0,3.0,16.0,1.0,7340.0,2.0,1.0,20.0,1.0,0,0
1101,35.0,1.0,20.0,3.0,1530.0,6.0,0.0,40.0,1.0,1,1
1102,24.0,3.0,21.0,5.0,2310.0,1.0,13.0,25.0,2.0,0,1
1103,47.0,1.0,18.0,3.0,7000.0,30.0,0.0,80.0,1.0,1,1
1104,40.0,1.0,22.0,1.0,710.0,53.0,0.0,40.0,1.0,1,1
1105,40.0,3.0,21.0,1.0,2440.0,46.0,1.0,15.0,2.0,0,1
1106,25.0,3.0,21.0,5.0,2310.0,6.0,0.0,45.0,1.0,0,1
1107,20.0,5.0,16.0,5.0,7630.0,36.0,0.0,40.0,1.0,1,1
1108,67.0,5.0,20.0,4.0,2160.0,41.0,0.0,50.0,2.0,1,1
1109,65.0,1.0,18.0,1.0,5000.0,2.0,0.0,24.0,2.0,0,1
1110,67.0,1.0,21.0,1.0,430.0,53.0,1.0,40.0,1.0,1,1
1111,29.0,3.0,22.0,5.0,2430.0,29.0,0.0,38.0,2.0,1,1
1112,34.0,6.0,21.0,5.0,7800.0,1.0,13.0,55.0,1.0,0,1
1113,38.0,2.0,21.0,1.0,430.0,6.0,0.0,40.0,2.0,1,1
1114,39.0,2.0,21.0,1.0,2016.0,2.0,1.0,40.0,1.0,0,1
1115,55.0,4.0,16.0,5.0,6210.0,2.0,0.0,20.0,1.0,0,0
1116,55.0,1.0,22.0,1.0,3720.0,42.0,1.0,90.0,1.0,1,1
1117,65.0,7.0,22.0,1.0,1860.0,19.0,0.0,20.0,1.0,1,1
1118,30.0,3.0,22.0,1.0,2010.0,42.0,0.0,55.0,2.0,1,1
1119,34.0,6.0,20.0,1.0,735.0,42.0,1.0,40.0,1.0,0,1
1120,77.0,1.0,22.0,1.0,6100.0,46.0,0.0,60.0,1.0,1,1
1121,27.0,1.0,13.0,1.0,9130.0,72.0,0.0,45.0,1.0,0,0
1122,25.0,1.0,18.0,1.0,5400.0,66.0,1.0,40.0,2.0,0,1
1123,32.0,5.0,16.0,1.0,9830.0,19.0,0.0,65.0,1.0,0,1
1124,29.0,1.0,16.0,1.0,5840.0,19.0,1.0,40.0,2.0,1,1
1125,45.0,1.0,17.0,1.0,7010.0,48.0,0.0,45.0,1.0,1,1
1126,45.0,1.0,16.0,1.0,4220.0,2.0,1.0,40.0,2.0,0,1
1127,22.0,1.0,16.0,5.0,5620.0,2.0,2.0,40.0,1.0,0,1
1128,37.0,1.0,21.0,5.0,1460.0,2.0,0.0,40.0,2.0,1,1
1129,76.0,2.0,22.0,5.0,5700.0,6.0,0.0,20.0,2.0,0,0
1130,52.0,1.0,20.0,3.0,800.0,53.0,0.0,40.0,2.0,1,1
1131,18.0,1.0,14.0,5.0,4540.0,2.0,2.0,30.0,2.0,0,1
1132,39.0,4.0,21.0,5.0,2310.0,2.0,2.0,30.0,1.0,0,0
1133,36.0,4.0,16.0,5.0,2340.0,2.0,2.0,30.0,2.0,0,0
1134,24.0,6.0,19.0,1.0,5240.0,2.0,0.0,20.0,2.0,0,0
1135,27.0,1.0,19.0,1.0,4965.0,12.0,1.0,20.0,1.0,0,1
1136,60.0,6.0,21.0,5.0,3160.0,9.0,0.0,12.0,2.0,1,1
1137,63.0,1.0,21.0,1.0,9415.0,364.0,1.0,25.0,2.0,0,1
1138,42.0,3.0,17.0,5.0,5700.0,2.0,2.0,35.0,2.0,0,0
1139,19.0,1.0,16.0,5.0,8965.0,2.0,7.0,40.0,1.0,0,0
1140,41.0,5.0,19.0,1.0,4220.0,2.0,9.0,15.0,1.0,0,0
1141,56.0,4.0,21.0,1.0,1530.0,313.0,0.0,55.0,1.0,1,1
1142,57.0,3.0,21.0,1.0,2430.0,48.0,1.0,37.0,2.0,0,1
1143,38.0,5.0,22.0,1.0,3510.0,33.0,0.0,50.0,1.0,0,1
1144,39.0,3.0,16.0,1.0,5600.0,2.0,0.0,30.0,2.0,0,0
1145,40.0,1.0,16.0,1.0,7810.0,8.0,1.0,10.0,1.0,0,1
1146,42.0,5.0,20.0,5.0,3510.0,35.0,0.0,40.0,2.0,1,0
1147,35.0,3.0,18.0,5.0,4220.0,2.0,2.0,25.0,1.0,0,0
1148,50.0,2.0,16.0,1.0,7700.0,4.0,0.0,25.0,1.0,0,1
1149,42.0,1.0,20.0,3.0,3220.0,55.0,0.0,36.0,1.0,1,1
1150,57.0,2.0,16.0,1.0,420.0,2.0,0.0,25.0,1.0,0,0
1151,38.0,1.0,17.0,4.0,4720.0,2.0,0.0,36.0,1.0,0,0
1152,17.0,2.0,14.0,5.0,4220.0,2.0,2.0,25.0,2.0,0,0
1153,39.0,2.0,16.0,5.0,6230.0,2.0,13.0,40.0,1.0,0,0
1154,49.0,3.0,16.0,5.0,8610.0,2.0,0.0,15.0,1.0,0,0
1155,54.0,5.0,21.0,5.0,10.0,2.0,5.0,40.0,1.0,0,0
1156,27.0,1.0,21.0,5.0,4700.0,48.0,0.0,40.0,2.0,1,1
1157,29.0,6.0,21.0,5.0,710.0,2.0,13.0,55.0,1.0,1,1
1158,26.0,5.0,20.0,5.0,6660.0,26.0,0.0,40.0,1.0,0,1
1159,26.0,5.0,19.0,1.0,9820.0,21.0,12.0,40.0,1.0,0,1
1160,57.0,3.0,15.0,3.0,5520.0,2.0,0.0,40.0,2.0,0,0
1161,25.0,1.0,15.0,5.0,6100.0,2.0,2.0,20.0,1.0,0,0
1162,21.0,3.0,16.0,5.0,2540.0,2.0,10.0,40.0,2.0,0,0
1163,46.0,1.0,16.0,3.0,5400.0,26.0,0.0,40.0,2.0,1,1
1164,49.0,6.0,19.0,5.0,6260.0,18.0,13.0,40.0,1.0,0,1
1165,48.0,1.0,21.0,1.0,3930.0,37.0,0.0,40.0,1.0,1,1
1166,24.0,5.0,19.0,1.0,9420.0,66.0,2.0,40.0,1.0,1,1
1167,20.0,1.0,16.0,5.0,6515.0,48.0,2.0,38.0,1.0,0,1
1168,25.0,1.0,20.0,1.0,4760.0,47.0,9.0,25.0,2.0,0,1
1169,19.0,1.0,19.0,5.0,5700.0,2.0,0.0,40.0,2.0,0,1
1170,19.0,5.0,18.0,5.0,9610.0,2.0,5.0,35.0,2.0,0,0
1171,46.0,2.0,19.0,3.0,2010.0,26.0,0.0,40.0,2.0,0,1
1172,18.0,1.0,18.0,5.0,4030.0,2.0,14.0,35.0,2.0,0,1
1173,25.0,1.0,16.0,5.0,6100.0,2.0,0.0,40.0,1.0,0,0
1174,57.0,1.0,16.0,1.0,7630.0,55.0,0.0,84.0,1.0,1,1
1175,56.0,2.0,16.0,1.0,4120.0,55.0,1.0,40.0,2.0,0,1
1176,64.0,4.0,11.0,5.0,4220.0,2.0,0.0,35.0,1.0,0,0
1177,61.0,3.0,19.0,5.0,430.0,2.0,5.0,40.0,2.0,1,0
1178,31.0,6.0,19.0,1.0,4700.0,2.0,0.0,45.0,2.0,0,1
1179,31.0,6.0,20.0,1.0,430.0,233.0,1.0,40.0,1.0,0,0
1180,52.0,3.0,16.0,1.0,9140.0,2.0,1.0,40.0,1.0,0,0
1181,24.0,3.0,16.0,5.0,9620.0,2.0,3.0,40.0,1.0,0,0
1182,24.0,3.0,16.0,5.0,9620.0,2.0,3.0,40.0,1.0,0,0
1183,58.0,6.0,16.0,1.0,4850.0,6.0,0.0,40.0,1.0,0,1
1184,56.0,1.0,16.0,1.0,4700.0,2.0,1.0,35.0,2.0,0,1
1185,58.0,8.0,19.0,3.0,6260.0,40.0,15.0,20.0,1.0,0,1
1186,58.0,1.0,16.0,1.0,5120.0,26.0,0.0,42.0,2.0,1,1
1187,47.0,1.0,17.0,1.0,6230.0,26.0,1.0,40.0,1.0,1,1
1188,60.0,1.0,19.0,3.0,2630.0,2.0,0.0,50.0,1.0,0,1
1189,38.0,3.0,21.0,5.0,3740.0,8.0,0.0,56.0,1.0,1,0
1190,21.0,1.0,18.0,1.0,5400.0,301.0,0.0,33.0,2.0,0,1
1191,23.0,1.0,15.0,1.0,7750.0,2.0,1.0,40.0,1.0,1,1
1192,57.0,3.0,16.0,3.0,430.0,2.0,0.0,40.0,2.0,0,0
1193,31.0,1.0,14.0,5.0,9620.0,2.0,2.0,48.0,1.0,0,0
1194,21.0,4.0,16.0,5.0,5940.0,2.0,7.0,40.0,2.0,0,0
1195,47.0,3.0,18.0,5.0,4020.0,2.0,0.0,20.0,2.0,0,0
1196,73.0,4.0,23.0,5.0,2850.0,2.0,0.0,38.0,2.0,1,0
1197,57.0,6.0,19.0,1.0,2600.0,30.0,1.0,30.0,2.0,0,1
1198,38.0,1.0,19.0,1.0,9620.0,2.0,0.0,40.0,1.0,0,0
1199,36.0,6.0,16.0,1.0,4700.0,2.0,1.0,20.0,2.0,0,0
1200,37.0,5.0,19.0,1.0,6730.0,36.0,0.0,40.0,1.0,1,1
1201,34.0,1.0,21.0,1.0,800.0,10.0,1.0,40.0,2.0,1,1
1202,51.0,3.0,22.0,1.0,2310.0,6.0,0.0,50.0,2.0,1,1
1203,45.0,1.0,19.0,1.0,4700.0,2.0,1.0,50.0,1.0,1,0
1204,45.0,2.0,20.0,1.0,5840.0,2.0,1.0,40.0,2.0,0,0
1205,53.0,4.0,16.0,2.0,4020.0,2.0,13.0,30.0,2.0,0,0
1206,38.0,1.0,16.0,1.0,4720.0,233.0,0.0,28.0,2.0,0,0
1207,45.0,5.0,21.0,1.0,5520.0,233.0,1.0,48.0,1.0,1,0
1208,18.0,1.0,14.0,5.0,4110.0,2.0,2.0,8.0,2.0,0,0
1209,71.0,3.0,21.0,1.0,2310.0,41.0,0.0,6.0,1.0,0,0
1210,46.0,2.0,23.0,1.0,2100.0,27.0,0.0,45.0,1.0,1,1
1211,44.0,1.0,20.0,1.0,3255.0,217.0,1.0,45.0,2.0,1,0
1212,51.0,4.0,21.0,1.0,5000.0,12.0,0.0,37.0,1.0,1,1
1213,50.0,3.0,21.0,1.0,5700.0,36.0,1.0,32.0,2.0,0,1
